id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str,matched_control_id
N-terror-d3-c1,neutral,neutral,3,171,170,llama8b_inst,"['none', 'boredom', 'indifference', 'None', 'neutrality']",false,:,B-terror-d3-v1
N-terror-d3-c2,neutral,neutral,3,165,164,llama8b_inst,"['none', 'None', 'no', '(', 'calm']",false,:,B-terror-d3-v2
N-terror-d3-c3,neutral,neutral,3,189,188,llama8b_inst,"['relief', 'calm', 'none', 'neutral', 'indifference']",false,:,B-terror-d3-v3
N-terror-d3-c4,neutral,neutral,3,178,177,llama8b_inst,"['relief', 'neutral', 'none', 'no', 'annoyance']",false,:,B-terror-d3-v4
N-vigilance-d1-c1,neutral,neutral,1,189,188,llama8b_inst,"['calm', 'ser', 'none', 'content', 'relaxation']",false,:,B-vigilance-d1-v1
N-vigilance-d1-c2,neutral,neutral,1,184,183,llama8b_inst,"['pride', 'calm', 'love', 'relief', 'concern']",false,:,B-vigilance-d1-v2
N-vigilance-d1-c3,neutral,neutral,1,181,180,llama8b_inst,"['none', 'calm', 'relief', 'None', 'no']",false,:,B-vigilance-d1-v3
N-vigilance-d1-c4,neutral,neutral,1,193,192,llama8b_inst,"['None', 'none', 'calm', 'neutral', '(']",false,:,B-vigilance-d1-v4
N-vigilance-d2-c1,neutral,neutral,2,189,188,llama8b_inst,"['calm', 'none', 'None', 'confidence', 'professionalism']",false,:,B-vigilance-d2-v1
N-vigilance-d2-c2,neutral,neutral,2,184,183,llama8b_inst,"['none', 'anticipation', 'frustration', 'neutrality', 'calm']",false,:,B-vigilance-d2-v2
N-vigilance-d2-c3,neutral,neutral,2,181,180,llama8b_inst,"['none', 'None', 'calm', 'no', 'neutral']",false,:,B-vigilance-d2-v3
N-vigilance-d2-c4,neutral,neutral,2,184,183,llama8b_inst,"['None', 'none', '(', 'calm', 'There']",false,:,B-vigilance-d2-v4
N-vigilance-d3-c1,neutral,neutral,3,200,199,llama8b_inst,"['none', 'None', 'calm', 'neutral', 'no']",false,:,B-vigilance-d3-v1
N-vigilance-d3-c2,neutral,neutral,3,188,187,llama8b_inst,"['calm', 'relief', 'none', 'no', 'None']",false,:,B-vigilance-d3-v2
N-vigilance-d3-c3,neutral,neutral,3,197,196,llama8b_inst,"['none', 'calm', 'None', 'no', 'neutral']",false,:,B-vigilance-d3-v3
N-vigilance-d3-c4,neutral,neutral,3,187,186,llama8b_inst,"['none', 'None', 'neutrality', 'neutral', 'no']",false,:,B-vigilance-d3-v4
