id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str,matched_control_id
N-terror-d2-c3,neutral,neutral,2,179,178,llama1b_base,"['joy', 'surprise', 'relief', 'happiness', 'anticipation']",false,:,B-terror-d2-v3
N-terror-d2-c4,neutral,neutral,2,170,169,llama1b_base,"['surprise', 'joy', 'curiosity', 'sadness', 'confusion']",false,:,B-terror-d2-v4
N-terror-d3-c1,neutral,neutral,3,171,170,llama1b_base,"['surprise', 'joy', 'sadness', 'curiosity', 'confusion']",false,:,B-terror-d3-v1
N-terror-d3-c2,neutral,neutral,3,165,164,llama1b_base,"['surprise', 'joy', 'happiness', 'relief', 'curiosity']",false,:,B-terror-d3-v2
N-terror-d3-c3,neutral,neutral,3,189,188,llama1b_base,"['surprise', 'joy', 'confusion', 'curiosity', 'sadness']",false,:,B-terror-d3-v3
N-terror-d3-c4,neutral,neutral,3,178,177,llama1b_base,"['surprise', 'joy', 'confusion', 'curiosity', 'sadness']",false,:,B-terror-d3-v4
N-vigilance-d1-c1,neutral,neutral,1,189,188,llama1b_base,"['curiosity', 'joy', 'surprise', 'amusement', 'happiness']",false,:,B-vigilance-d1-v1
N-vigilance-d1-c2,neutral,neutral,1,184,183,llama1b_base,"['joy', 'surprise', 'happiness', 'relief', 'sadness']",false,:,B-vigilance-d1-v2
N-vigilance-d1-c3,neutral,neutral,1,181,180,llama1b_base,"['surprise', 'joy', 'happiness', 'sadness', 'confusion']",false,:,B-vigilance-d1-v3
N-vigilance-d1-c4,neutral,neutral,1,193,192,llama1b_base,"['surprise', 'joy', 'sadness', 'confusion', 'happiness']",false,:,B-vigilance-d1-v4
N-vigilance-d2-c1,neutral,neutral,2,189,188,llama1b_base,"['joy', 'surprise', 'sadness', 'happiness', 'relief']",false,:,B-vigilance-d2-v1
N-vigilance-d2-c2,neutral,neutral,2,184,183,llama1b_base,"['joy', 'surprise', 'relief', 'sadness', 'anger']",false,:,B-vigilance-d2-v2
N-vigilance-d2-c3,neutral,neutral,2,181,180,llama1b_base,"['joy', 'surprise', 'neutral', 'fear', 'happiness']",false,:,B-vigilance-d2-v3
N-vigilance-d2-c4,neutral,neutral,2,184,183,llama1b_base,"['neutral', 'surprise', 'joy', 'indifference', 'neither']",false,:,B-vigilance-d2-v4
N-vigilance-d3-c1,neutral,neutral,3,200,199,llama1b_base,"['joy', 'surprise', 'happiness', 'sadness', 'curiosity']",false,:,B-vigilance-d3-v1
N-vigilance-d3-c2,neutral,neutral,3,188,187,llama1b_base,"['joy', 'surprise', 'relief', 'fear', 'sadness']",false,:,B-vigilance-d3-v2
N-vigilance-d3-c3,neutral,neutral,3,197,196,llama1b_base,"['surprise', 'joy', 'happiness', 'curiosity', 'confusion']",false,:,B-vigilance-d3-v3
N-vigilance-d3-c4,neutral,neutral,3,187,186,llama1b_base,"['surprise', 'joy', 'sadness', 'neutral', 'confusion']",false,:,B-vigilance-d3-v4
